0	http://www.wikidata.org/prop/direct/P136
1	http://www.w3.org/2000/01/rdf-schema#label
2	http://www.wikidata.org/prop/direct/P2581
3	http://www.w3.org/2002/07/owl#onProperty
4	http://www.wikidata.org/prop/direct/P571
5	http://www.wikidata.org/prop/direct/P9394
6	http://www.wikidata.org/prop/direct/P186
7	http://www.wikidata.org/prop/direct/P973
8	http://www.wikidata.org/prop/direct/P170
9	http://www.wikidata.org/prop/direct/P6216
10	http://www.wikidata.org/prop/direct/P276
11	http://www.wikidata.org/prop/direct/P18
12	http://schema.org/description
13	http://www.wikidata.org/prop/direct/P2048
14	http://www.wikidata.org/prop/direct/P180
15	http://www.wikidata.org/prop/direct/P4659
16	http://www.wikidata.org/prop/direct/P2610
17	http://www.wikidata.org/prop/direct/P1476
18	http://www.w3.org/1999/02/22-rdf-syntax-ns#type
19	http://www.wikidata.org/prop/direct/P2049
20	http://www.wikidata.org/prop/direct/P195
21	http://www.wikidata.org/prop/direct/P373
22	http://schema.org/about
23	http://www.wikidata.org/prop/direct/P31
24	http://www.wikidata.org/prop/direct/P347
25	http://www.wikidata.org/prop/direct/P217
26	http://www.wikidata.org/prop/direct/P608
27	http://www.w3.org/2004/02/skos/core#altLabel
28	http://www.wikidata.org/prop/direct/P2344
29	http://www.wikidata.org/prop/direct/P1705
30	http://www.wikidata.org/prop/direct/P350
31	http://www.wikidata.org/prop/direct/P2348
32	http://www.wikidata.org/prop/direct/P6007
33	http://www.wikidata.org/prop/direct/P135
34	http://www.wikidata.org/prop/direct/P2671
35	http://www.wikidata.org/prop/direct/P8751
36	http://www.wikidata.org/prop/direct/P528
37	http://www.wikidata.org/prop/direct/P1257
38	http://www.wikidata.org/prop/direct/P2079
39	http://www.wikidata.org/prop/direct/P921
40	http://schema.org/inLanguage
41	http://www.wikidata.org/prop/direct/P127
42	http://www.wikidata.org/prop/direct/P131
43	http://www.wikidata.org/prop/direct/P2092
44	http://www.wikidata.org/prop/direct/P144
45	http://www.wikidata.org/prop/direct/P2067
46	http://www.wikidata.org/prop/direct/P361
47	http://www.w3.org/2002/07/owl#complementOf
48	http://www.wikidata.org/prop/direct/P17
49	http://www.w3.org/2002/07/owl#someValuesFrom
50	http://www.wikidata.org/prop/direct/P1212
51	http://www.wikidata.org/prop/direct/P793
52	http://www.wikidata.org/prop/direct/P268
53	http://www.wikidata.org/prop/direct/P1343
54	http://www.wikidata.org/prop/direct/P1417
55	http://www.wikidata.org/prop/direct/P1639
56	http://www.wikidata.org/prop/direct/P189
57	http://www.wikidata.org/prop/direct/P646
58	http://www.wikidata.org/prop/direct/P4739
59	http://www.wikidata.org/prop/direct/P3293
60	http://www.wikidata.org/prop/direct/P4839
61	http://www.wikidata.org/prop/direct/P7984
62	http://www.wikidata.org/prop/direct/P2596
63	http://www.wikidata.org/prop/direct/P140
64	http://www.wikidata.org/prop/direct/P3272
65	http://www.wikidata.org/prop/direct/P6606
66	http://www.wikidata.org/prop/direct/P2163
67	http://www.wikidata.org/prop/direct/P61
68	http://www.wikidata.org/prop/direct/P5524
69	http://www.wikidata.org/prop/direct/P1889
70	http://www.wikidata.org/prop/direct/P7420
71	http://www.wikidata.org/prop/direct/P8962
72	http://www.wikidata.org/prop/direct/P269
73	http://www.wikidata.org/prop/direct/P2386
74	http://www.wikidata.org/prop/direct/P1296
75	http://www.wikidata.org/prop/direct/P527
76	http://www.wikidata.org/prop/direct/P495
77	http://www.wikidata.org/prop/direct/P2043
78	http://www.wikidata.org/prop/direct/P8091
79	http://www.wikidata.org/prop/direct/P4701
80	http://www.wikidata.org/prop/direct/P625
81	http://www.wikidata.org/prop/direct/P4511
82	http://www.wikidata.org/prop/direct/P1071
83	http://www.wikidata.org/prop/direct/P1684
84	http://www.wikidata.org/prop/direct/P3782
85	http://www.wikidata.org/prop/direct/P972
86	http://www.wikidata.org/prop/direct/P6332
87	http://www.wikidata.org/prop/direct/P4969
88	http://www.wikidata.org/prop/direct/P6379
89	http://www.wikidata.org/prop/direct/P1877
90	http://www.wikidata.org/prop/direct/P6565
91	http://www.wikidata.org/prop/direct/P569
92	http://www.wikidata.org/prop/direct/P156
93	http://www.wikidata.org/prop/direct/P4896
94	http://www.wikidata.org/prop/direct/P1433
95	http://www.wikidata.org/prop/direct/P5783
96	http://www.wikidata.org/prop/direct/P88
97	http://www.wikidata.org/prop/direct/P825
98	http://www.wikidata.org/prop/direct/P6020
99	http://www.wikidata.org/prop/direct/P6246
100	http://www.wikidata.org/prop/direct/P4144
101	http://www.wikidata.org/prop/direct/P244
102	http://www.wikidata.org/prop/direct/P7818
103	http://www.wikidata.org/prop/direct/P941
104	http://www.wikidata.org/prop/direct/P6323
105	http://www.wikidata.org/prop/direct/P227
106	http://www.wikidata.org/prop/direct/P577
107	http://www.wikidata.org/prop/direct/P10187
108	http://www.wikidata.org/prop/direct/P575
109	http://www.wikidata.org/prop/direct/P179
110	http://www.wikidata.org/prop/direct/P1038
111	http://www.wikidata.org/prop/direct/P935
112	http://www.wikidata.org/prop/direct/P9092
113	http://www.wikidata.org/prop/direct/P2913
114	http://www.wikidata.org/prop/direct/P5008
115	http://www.wikidata.org/prop/direct/P1818
116	http://wikiba.se/ontology#badge
117	http://www.wikidata.org/prop/direct/P1435
118	http://www.wikidata.org/prop/direct/P4761
119	http://www.wikidata.org/prop/direct/P6760
120	http://www.wikidata.org/prop/direct/P691
121	http://www.wikidata.org/prop/direct/P6356
122	http://www.wikidata.org/prop/direct/P21
123	http://www.wikidata.org/prop/direct/P6663
124	http://www.wikidata.org/prop/direct/P4948
125	http://www.wikidata.org/prop/direct/P2561
126	http://www.wikidata.org/prop/direct/P840
127	http://www.wikidata.org/prop/direct/P214
128	http://www.wikidata.org/prop/direct/P7021
129	http://www.wikidata.org/prop/direct/P562
130	http://www.wikidata.org/prop/direct/P8179
131	http://www.wikidata.org/prop/direct/P4765
132	http://www.wikidata.org/prop/direct/P39
133	http://www.wikidata.org/prop/direct/P1669
134	http://www.wikidata.org/prop/direct/P396
135	http://www.wikidata.org/prop/direct/P5891
136	http://www.wikidata.org/prop/direct/P6141
137	http://www.wikidata.org/prop/direct/P669
138	http://www.wikidata.org/prop/direct/P11754
139	http://www.wikidata.org/prop/direct/P4674
140	http://www.wikidata.org/prop/direct/P6355
141	http://www.wikidata.org/prop/direct/P8406
142	http://www.wikidata.org/prop/direct/P22
143	http://www.wikidata.org/prop/direct/P6002
144	http://www.wikidata.org/prop/direct/P648
145	http://www.wikidata.org/prop/direct/P1028
146	http://www.wikidata.org/prop/direct/P4764
147	http://www.wikidata.org/prop/direct/P582
148	http://www.wikidata.org/prop/direct/P3417
149	http://www.wikidata.org/prop/direct/P3634
150	http://www.wikidata.org/prop/direct/P910
151	http://www.wikidata.org/prop/direct/P856
152	http://www.wikidata.org/prop/direct/P410
153	http://www.wikidata.org/prop/direct/P176
154	http://www.wikidata.org/prop/direct/P26
155	http://www.wikidata.org/prop/direct/P2634
156	http://www.wikidata.org/prop/direct/P6358
157	http://www.wikidata.org/prop/direct/P3373
158	http://www.wikidata.org/prop/direct/P11756
159	http://www.wikidata.org/prop/direct/P3965
160	http://www.wikidata.org/prop/direct/P2681
161	http://www.wikidata.org/prop/direct/P7457
162	http://www.wikidata.org/prop/direct/P20
163	http://www.wikidata.org/prop/direct/P3222
164	http://www.wikidata.org/prop/direct/P19
165	http://www.wikidata.org/prop/direct/P25
166	http://www.wikidata.org/prop/direct/P770
167	http://www.wikidata.org/prop/direct/P7848
168	http://www.wikidata.org/prop/direct/P740
169	http://www.wikidata.org/prop/direct/P1259
170	http://www.wikidata.org/prop/direct/P3280
171	http://www.wikidata.org/prop/direct/P6301
172	http://www.wikidata.org/prop/direct/P123
173	http://www.wikidata.org/prop/direct/P6108
174	http://www.wikidata.org/prop/direct/P742
175	http://www.wikidata.org/prop/direct/P1066
176	http://www.wikidata.org/prop/direct/P245
177	http://www.wikidata.org/prop/direct/P409
178	http://www.wikidata.org/prop/direct/P8565
179	http://www.wikidata.org/prop/direct/P7417
180	http://www.wikidata.org/prop/direct/P1871
181	http://www.wikidata.org/prop/direct/P1442
182	http://www.wikidata.org/prop/direct/P349
183	http://www.wikidata.org/prop/direct/P6839
184	http://www.wikidata.org/prop/direct/P3219
185	http://www.wikidata.org/prop/direct/P6500
186	http://www.wikidata.org/prop/direct/P11110
187	http://www.wikidata.org/prop/direct/P735
188	http://www.wikidata.org/prop/direct/P138
189	http://www.wikidata.org/prop/direct/P108
190	http://www.wikidata.org/prop/direct/P9493
191	http://www.wikidata.org/prop/direct/P1448
192	http://www.wikidata.org/prop/direct/P854
193	http://www.wikidata.org/prop/direct/P27
194	http://www.wikidata.org/prop/direct/P213
195	http://www.wikidata.org/prop/direct/P481
196	http://www.wikidata.org/prop/direct/P8189
197	http://www.wikidata.org/prop/direct/P7859
198	http://www.wikidata.org/prop/direct/P9787
199	http://www.wikidata.org/prop/direct/P460
200	http://www.wikidata.org/prop/direct/P1615
201	http://www.wikidata.org/prop/direct/P7822
202	http://www.wikidata.org/prop/direct/P1412
203	http://www.wikidata.org/prop/direct/P4582
204	http://www.wikidata.org/prop/direct/P989
205	http://www.wikidata.org/prop/direct/P6058
206	http://www.wikidata.org/prop/direct/P6334
207	http://www.wikidata.org/prop/direct/P8574
208	http://www.wikidata.org/prop/direct/P11514
209	http://www.wikidata.org/prop/direct/P8313
210	http://www.wikidata.org/prop/direct/P1299
211	http://www.wikidata.org/prop/direct/P155
212	http://www.wikidata.org/prop/direct/P2924
213	http://www.wikidata.org/prop/direct/P1315
214	http://www.wikidata.org/prop/direct/P4178
215	http://www.wikidata.org/prop/direct/P50
216	http://www.wikidata.org/prop/direct/P6405
217	http://www.wikidata.org/prop/direct/P3368
218	http://www.wikidata.org/prop/direct/P10039
219	http://www.wikidata.org/prop/direct/P3929
220	http://www.wikidata.org/prop/direct/P8750
221	http://www.wikidata.org/prop/direct/P6238
222	http://www.wikidata.org/prop/direct/P859
223	http://www.wikidata.org/prop/direct/P1419
224	http://www.wikidata.org/prop/direct/P6262
225	http://www.wikidata.org/prop/direct/P435
226	http://www.wikidata.org/prop/direct/P3365
227	http://www.wikidata.org/prop/direct/P734
228	http://www.wikidata.org/prop/direct/P7902
229	http://www.wikidata.org/prop/direct/P366
230	http://www.wikidata.org/prop/direct/P570
231	http://www.wikidata.org/prop/direct/P5466
232	http://www.wikidata.org/prop/direct/P3324
233	http://www.wikidata.org/prop/direct/P9403
234	http://www.wikidata.org/prop/direct/P6633
235	http://www.wikidata.org/prop/direct/P580
236	http://www.wikidata.org/prop/direct/P7305
237	http://www.wikidata.org/prop/direct/P1006
238	http://www.wikidata.org/prop/direct/P106
239	http://www.wikidata.org/prop/direct/P1472
240	http://www.wikidata.org/prop/direct/P5019
241	http://www.wikidata.org/prop/direct/P7229
242	http://www.wikidata.org/prop/direct/P607
243	http://www.wikidata.org/prop/direct/P2936
244	http://www.wikidata.org/prop/direct/P3783
245	http://www.wikidata.org/prop/direct/P1477
246	http://www.wikidata.org/prop/direct/P4439
247	http://www.wikidata.org/prop/direct/P2843
248	http://www.wikidata.org/prop/direct/P7444
249	http://www.wikidata.org/prop/direct/P40
250	http://www.wikidata.org/prop/direct/P1303
251	http://www.wikidata.org/prop/direct/P4223
252	http://www.wikidata.org/prop/direct/P9251
253	http://www.wikidata.org/prop/direct/P1680
254	http://www.wikidata.org/prop/direct/P3065
255	http://www.wikidata.org/prop/direct/P8975
256	http://www.wikidata.org/prop/direct/P2014
257	http://www.wikidata.org/prop/direct/P902
258	http://www.wikidata.org/prop/direct/P6310
259	http://www.wikidata.org/prop/direct/P1695
260	http://www.wikidata.org/prop/direct/P380
261	http://www.wikidata.org/prop/direct/P4313
262	http://www.wikidata.org/prop/direct/P585
263	http://www.wikidata.org/prop/direct/P1830
264	http://www.wikidata.org/prop/direct/P4683
265	http://www.wikidata.org/prop/direct/P1950
266	http://www.wikidata.org/prop/direct/P965
267	http://www.wikidata.org/prop/direct/P2031
268	http://www.wikidata.org/prop/direct/P4945
269	http://www.wikidata.org/prop/direct/P5816
270	http://www.wikidata.org/prop/direct/P7865
271	http://www.wikidata.org/prop/direct/P166
272	http://www.wikidata.org/prop/direct/P7832
273	http://www.wikidata.org/prop/direct/P1441
274	http://www.wikidata.org/prop/direct/P1651
275	http://www.wikidata.org/prop/direct/P4459
276	http://www.wikidata.org/prop/direct/P650
277	http://www.wikidata.org/prop/direct/P407
278	http://www.wikidata.org/prop/direct/P119
279	http://www.wikidata.org/prop/direct/P4553
280	http://www.wikidata.org/prop/direct/P6844
281	http://www.wikidata.org/prop/direct/P7502
282	http://www.wikidata.org/prop/direct/P10760
283	http://www.wikidata.org/prop/direct/P737
284	http://www.wikidata.org/prop/direct/P5617
285	http://www.wikidata.org/prop/direct/P7704
286	http://www.wikidata.org/prop/direct/P509
287	http://www.wikidata.org/prop/direct/P7108
288	http://www.wikidata.org/prop/direct/P4342
289	http://www.wikidata.org/prop/direct/P8947
290	http://www.wikidata.org/prop/direct/P2408
291	http://www.wikidata.org/prop/direct/P10
292	http://www.wikidata.org/prop/direct/P7982
293	http://www.wikidata.org/prop/direct/P5504
294	http://www.wikidata.org/prop/direct/P4619
295	http://www.wikidata.org/prop/direct/P4145
296	http://www.wikidata.org/prop/direct/P6275
297	http://www.wikidata.org/prop/direct/P4432
298	http://www.wikidata.org/prop/direct/P4927
299	http://www.wikidata.org/prop/direct/P1196
300	http://www.wikidata.org/prop/direct/P805
301	http://www.wikidata.org/prop/direct/P950
302	http://www.wikidata.org/prop/direct/P7578
303	http://www.wikidata.org/prop/direct/P7827
304	http://www.wikidata.org/prop/direct/P1042
305	http://www.wikidata.org/prop/direct/P462
306	http://www.wikidata.org/prop/direct/P3553
